ID #,Subj,#,Sec,Title,Dates,Days,Time,Enrolled,Size,Cr/Hr,Status,Instructor,Delivery Method,Loc,LASC/WI,18online,Tuition -resident,Tuition unit,Tuition -nonresident,Approximate Course Fees,timestamp,year_term
001653,ACCT,1101,01,Payroll,,,,1,1,3.0,Full,,,,,False,$717.00,course,"$1,434.00",$131.88,1512620589.89872,20185
000001,ACCT,230,01,Principles of Accounting I,01/08-05/09,M W,12:00pm-1:15pm,40,40,3.0,Full,"Stone,Mary",,Center for Business 0105,,False,$717.00,course,"$1,434.00",$131.88,1512620590.135249,20185
000070,ACCT,230,02,Principles of Accounting I,01/08-05/09,T Th,10:30am-11:45am,40,40,3.0,Full,"Erickson,Sheri",,Center for Business 0103,,False,$717.00,course,"$1,434.00",$131.88,1512620590.381105,20185
000071,ACCT,230,03,Principles of Accounting I,01/08-05/09,M W,1:30pm-2:45pm,26,40,3.0,Open,"Stone,Mary",,Center for Business 0105,,False,$717.00,course,"$1,434.00",$131.88,1512620590.618253,20185
000447,ACCT,230,04,Principles of Accounting I,01/08-05/09,n/a,Arranged,24,25,3.0,Full,"Johnson,Lori",Mostly Online,ON LINE,,False,$717.00,course,"$1,434.00",$166.41,1512620590.840313,20185
001437,ACCT,230,05,Principles of Accounting I,01/08-05/09,M W,3:00pm-4:15pm,1,40,3.0,Open,"Johnson,Lori",,Center for Business 0105,,False,$717.00,course,"$1,434.00",$131.88,1512620591.06401,20185
000788,ACCT,231,02,Principles of Accounting II,01/08-05/09,M W,1:30pm-2:45pm,32,40,3.0,Open,"Mollberg,Kim",,Center for Business 0113,,False,$717.00,course,"$1,434.00",$131.88,1512620591.289852,20185
000629,ACCT,231,03,Principles of Accounting II,01/08-05/09,T Th,12:00pm-1:15pm,41,40,3.0,Full,"Johnson,Lori",,Center for Business 0105,,False,$717.00,course,"$1,434.00",$131.88,1512620591.521425,20185
000444,ACCT,231,04,Principles of Accounting II,01/08-05/09,n/a,Arranged,13,25,3.0,Open,"Mollberg,Kim",Mostly Online,ON LINE,,False,$717.00,course,"$1,434.00",$166.41,1512620591.736159,20185
000069,ACCT,280,01,Legal Environment of Business,01/08-05/09,T Th,9:00am-10:15am,40,50,3.0,Open,"Violet,William",,Center for Business 0109,,False,$717.00,course,"$1,434.00",$149.88,1512620591.94923,20185
000595,ACCT,280,02,Legal Environment of Business,01/08-05/09,T Th,1:30pm-2:45pm,34,50,3.0,Open,"Violet,William",,Center for Business 0109,,False,$717.00,course,"$1,434.00",$149.88,1512620592.160049,20185
000176,ACCT,280,03,Legal Environment of Business,01/08-05/09,n/a,Arranged,27,25,3.0,Full,"Mehnert-Meland,Ralf",Completely Online-Asynchronous,ON LINE,,False,$717.00,course,"$1,434.00",$184.41,1512620592.370822,20185
000787,ACCT,306,01,Contracts and Business Entities,01/08-05/09,T Th,10:30am-11:45am,19,50,3.0,Open,"Violet,William",,Center for Business 0109,,False,$717.00,course,"$1,434.00",$149.88,1512620592.575615,20185
000256,ACCT,321,01,Employment Law,01/08-05/09,n/a,Arranged,1,5,3.0,Open,"Schaefer Kukowski,Deborah",Completely Online-Asynchronous,ON LINE,,False,$717.00,course,"$1,434.00",$184.41,1512620592.775326,20185
000072,ACCT,330,01,Intermediate Accounting I,01/08-05/09,T Th,12:00pm-1:15pm,17,30,3.0,Open,"Sliwoski,Leonard",,Center for Business 0203,,False,$717.00,course,"$1,434.00",$149.88,1512620592.994472,20185
001258,ACCT,331,01,Intermediate Accounting II,01/08-05/09,T Th,1:30pm-2:45pm,17,30,3.0,Open,"Sliwoski,Leonard",,Center for Business 0203,,False,$717.00,course,"$1,434.00",$149.88,1512620593.210474,20185
000907,ACCT,332,01,Intermediate Accounting III,01/08-05/09,T Th,4:30pm-5:45pm,13,30,3.0,Open,"Sliwoski,Leonard",,Center for Business 0203,,False,$717.00,course,"$1,434.00",$149.88,1512620593.421095,20185
001180,ACCT,350,01,Cost Accounting,01/08-05/09,M W,12:00pm-1:15pm,14,25,3.0,Open,"Elbannan,Mohamed",,Center for Business 0203,,False,$717.00,course,"$1,434.00",$149.88,1512620593.63523,20185
000309,ACCT,375,01,Accounting Systems,01/08-05/09,T Th,9:00am-10:15am,13,35,3.0,Open,"Johnson,Lori",,Center for Business 0200,,False,$717.00,course,"$1,434.00",$149.88,1512620593.851974,20185
000509,ACCT,407,01,"Commercial Transactions, Property and Special Topics",01/08-05/09,T Th,3:00pm-4:15pm,2,25,3.0,Open,"Violet,William",,Center for Business 0109,,False,$717.00,course,"$1,434.00",$149.88,1512620594.056859,20185
001164,ACCT,430,01,Advanced Accounting,01/08-05/09,M W,1:30pm-2:45pm,16,25,3.0,Open,"Elbannan,Mohamed",,Center for Business 0203,,False,$717.00,course,"$1,434.00",$149.88,1512620594.270407,20185
000908,ACCT,441,01,Tax Accounting I,01/08-05/09,M W,3:00pm-4:15pm,12,25,3.0,Open,"Mollberg,Kim",,Center for Business 0200,,False,$717.00,course,"$1,434.00",$149.88,1512620594.491519,20185
001260,ACCT,460,01,Audit I,01/08-05/09,T Th,12:00pm-1:15pm,16,25,3.0,Open,"Erickson,Sheri",,Center for Business 0103,WI,False,$717.00,course,"$1,434.00",$149.88,1512620594.692423,20185
000138,ACCT,461,01,Audit II,01/08-05/09,M W,12:00pm-1:15pm,4,15,3.0,Open,"Erickson,Sheri",Blended/Hybrid,Center for Business 0103,,False,$717.00,course,"$1,434.00",$184.41,1512620594.903027,20185
000450,ACCT,469,01,Internship,01/08-05/09,n/a,Arranged,5,10,Vari.,Open,"Pettinger,Jane",,Arranged ARR,,False,$239.00,credit,$478.00,$49.96,1512620595.126583,20185
000545,ACCT,507,01,"Commercial Transactions, Property and Special Topics",01/08-05/09,T Th,3:00pm-4:15pm,8,15,3.0,Open,"Violet,William",,Center for Business 0109,,False,"$1,167.00",course,"$2,334.00",$131.88,1512620595.341282,20185
000909,ACCT,541,01,Tax Accounting I,01/08-05/09,M W,3:00pm-4:15pm,1,15,3.0,Open,"Mollberg,Kim",,Center for Business 0200,,False,"$1,167.00",course,"$2,334.00",$131.88,1512620595.555946,20185
000546,ACCT,561,01,Audit II,01/08-05/09,M W,12:00pm-1:15pm,5,15,3.0,Open,"Erickson,Sheri",Blended/Hybrid,Center for Business 0103,,False,"$1,167.00",course,"$2,334.00",$166.41,1512620595.760745,20185
001417,AMCS,210,01,African American Humanities II: 1865-Present,01/08-05/09,T Th,9:00am-10:15am,8,20,3.0,Open,"May-Machunda,Phyllis",,MacLean Hall 0272,6,False,$717.00,course,"$1,434.00",$131.88,1512620596.187423,20185
000591,AMCS,233,01,Education and Multicultural America,01/08-05/09,M,6:00pm-8:30pm,21,22,3.0,Full,"Arauza,Yolanda",,MacLean Hall 0272,"7,WI",False,$717.00,course,"$1,434.00",$131.88,1512620596.413872,20185
000882,AMCS,233,03,Education and Multicultural America,01/08-05/09,n/a,Arranged,22,22,3.0,Full,"Arauza,Yolanda",Completely Online-Asynchronous,ON LINE,"7,WI",False,$717.00,course,"$1,434.00",$166.41,1512620596.62765,20185
000924,AMCS,233,04,Education and Multicultural America,01/08-05/09,T Th,12:00pm-1:15pm,22,22,3.0,Full,"May-Machunda,Phyllis",,MacLean Hall 0272,"7,WI",False,$717.00,course,"$1,434.00",$131.88,1512620596.844849,20185
000936,AMCS,233,05,Education and Multicultural America,01/08-05/09,T Th,1:30pm-2:45pm,22,22,3.0,Full,"May-Machunda,Phyllis",,MacLean Hall 0272,"7,WI",False,$717.00,course,"$1,434.00",$131.88,1512620597.086738,20185
001169,AMCS,233,06,Education and Multicultural America,01/08-05/09,n/a,Arranged,22,22,3.0,Full,"Park Nelson,Kim",Completely Online-Asynchronous,ON LINE,"7,WI",False,$717.00,course,"$1,434.00",$166.41,1512620597.304106,20185
001170,AMCS,233,07,Education and Multicultural America,01/08-05/09,n/a,Arranged,21,22,3.0,Full,"Park Nelson,Kim",Completely Online-Asynchronous,ON LINE,"7,WI",False,$717.00,course,"$1,434.00",$166.41,1512620597.511915,20185
001405,AMCS,303,01,Latinos in the United States,01/08-05/09,M W F,11:00am-11:50am,9,20,3.0,Open,"Arauza,Yolanda",,MacLean Hall 0272,7,False,$717.00,course,"$1,434.00",$131.88,1512620597.717235,20185
001418,AMCS,372,01,Dynamics of Prejudice and Oppression,01/08-05/09,M W,12:00pm-1:15pm,16,20,3.0,Open,"May-Machunda,Phyllis",,MacLean Hall 0272,7,False,$717.00,course,"$1,434.00",$131.88,1512620597.948399,20185
000771,ANIM,216,01,3D Modeling,01/08-05/09,Th,6:30pm-9:00pm,20,20,3.0,Full,"Lara,Ruben",,Hagen Hall 0201,,False,$717.00,course,"$1,434.00",$176.88,1512620598.383831,20185
001620,ANIM,366,01,Motion Graphics,01/08-05/09,M W,12:00pm-1:15pm,20,20,3.0,Full,"Fogarty,Alexandria",,Hagen Hall 0201,,False,$717.00,course,"$1,434.00",$176.88,1512620598.589296,20185
000382,ANIM,416,01,Animation Studio,01/08-05/09,T,6:30pm-9:00pm,7,20,3.0,Open,"Lara,Ruben",,Hagen Hall 0201,,False,$717.00,course,"$1,434.00",$176.88,1512620598.810448,20185
000874,ANTH,100,01,Debating Humankind,01/08-05/09,T Th,10:30am-11:45am,30,30,3.0,Full,"Gooding,Erik",,King Hall 0115,2,False,$717.00,course,"$1,434.00",$131.88,1512620599.244243,20185
000066,ANTH,110,01,Introduction to Cultural Anthropology,01/08-05/09,M W,1:30pm-2:45pm,79,120,3.0,Open,"Gooding,Erik",,King Hall 0110,8,False,$717.00,course,"$1,434.00",$131.88,1512620599.450817,20185
000306,ANTH,110,02,Introduction to Cultural Anthropology,01/08-05/09,T Th,10:30am-11:45am,55,90,3.0,Open,"Roberts,Bruce",,King Hall 0110,8,False,$717.00,course,"$1,434.00",$131.88,1512620599.651435,20185
000428,ANTH,115,01,Introduction to Archaeology,01/08-05/09,T Th,1:30pm-2:45pm,41,45,3.0,Open,"Dalan,Rinita",,King Hall 0217,5,False,$717.00,course,"$1,434.00",$131.88,1512620599.858092,20185
001553,ANTH,120,01,Introduction to Physical Anthropology,01/08-05/09,T Th,10:30am-11:45am,35,35,3.0,Full,"Dalan,Rinita",,King Hall 0215,3,False,$717.00,course,"$1,434.00",$131.88,1512620600.069341,20185
001554,ANTH,303,01,Cross Cultural Gender,01/08-05/09,M,5:00pm-7:30pm,8,20,3.0,Open,"Dalan,Rinita",,King Hall 0217,,False,$717.00,course,"$1,434.00",$131.88,1512620600.275601,20185
001555,ANTH,307,01,Ecological Anthropology,01/08-05/09,T Th,1:30pm-2:45pm,35,35,3.0,Full,"Roberts,Bruce",,King Hall 0215,10,False,$717.00,course,"$1,434.00",$131.88,1512620600.482096,20185
001556,ANTH,308,01,Migration and Human Adaptation,01/08-05/09,W,5:00pm-7:30pm,8,25,3.0,Open,"Roberts,Bruce",,King Hall 0215,8,False,$717.00,course,"$1,434.00",$131.88,1512620600.687177,20185
001119,ANTH,309,01,Indians of the Great Plains,01/08-05/09,T Th,12:00pm-1:15pm,29,30,3.0,Open,"Gooding,Erik",,King Hall 0215,7,False,$717.00,course,"$1,434.00",$131.88,1512620600.898179,20185
001557,ANTH,317,01,Collapse,01/08-05/09,M,5:00pm-7:30pm,35,35,3.0,Full,"Holley,George",,King Hall 0215,10,False,$717.00,course,"$1,434.00",$131.88,1512620601.109081,20185
001121,ANTH,333,01,Anthropology of Music,01/08-05/09,M W,11:00am-11:50am,14,30,3.0,Open,"Gooding,Erik",Blended/Hybrid,King Hall 0215,8,False,$717.00,course,"$1,434.00",$166.41,1512620601.309944,20185
001558,ANTH,337,01,The Maya,01/08-05/09,T Th,9:00am-10:15am,17,35,3.0,Open,"Holley,George",,King Hall 0215,,False,$717.00,course,"$1,434.00",$131.88,1512620601.526319,20185
001559,ANTH,451,01,Archaeology Lab,01/08-05/09,W,5:00pm-7:30pm,16,15,3.0,Full,"Holley,George",,King Hall 0120,,False,$717.00,course,"$1,434.00",$131.88,1512620601.732477,20185
000596,ANTH,469,01,Internship,01/08-05/09,n/a,Arranged,0,2,Vari.,Open,"Holley,George",,Arranged ARR,,False,$239.00,credit,$478.00,$43.96,1512620601.960757,20185
001124,ANTH,497,01,Research in Anthropology,01/08-05/09,n/a,Arranged,3,5,Vari.,Open,"Dalan,Rinita",,Arranged ARR,,False,$239.00,credit,$478.00,$43.96,1512620602.182845,20185
001134,ANTH,497,02,Research in Anthropology,01/08-05/09,n/a,Arranged,2,5,Vari.,Open,"Gooding,Erik",,Arranged ARR,,False,$239.00,credit,$478.00,$43.96,1512620602.392319,20185
001135,ANTH,497,03,Research in Anthropology,01/08-05/09,n/a,Arranged,3,5,Vari.,Open,"Holley,George",,Arranged ARR,,False,$239.00,credit,$478.00,$43.96,1512620602.603296,20185
001136,ANTH,497,04,Research in Anthropology,01/08-05/09,n/a,Arranged,0,5,Vari.,Open,"Roberts,Bruce",,Arranged ARR,,False,$239.00,credit,$478.00,$43.96,1512620602.813061,20185
000990,ART,102,01,Basic Drawing II,01/08-05/0901/08-05/09,T Th T Th,2:00pm-3:59pm 2:00pm-4:50pm,19,18,4.0,Full,"Park,Jim Park,Jim",,"Center for the Arts 0166
Center for the Arts 0170",,False,$956.00,course,"$1,912.00",$215.84,1512620603.301559,20185
000982,ART,102,02,Basic Drawing II,01/08-05/0901/08-05/09,M W M W,9:00am-11:50am 9:00am-11:50am,18,18,4.0,Full,"Haglin,Anna Haglin,Anna",,"Center for the Arts 0166
Center for the Arts 0170",,False,$956.00,course,"$1,912.00",$215.84,1512620603.5223,20185
001287,ART,102,03,Basic Drawing II,01/08-05/0901/08-05/09,M W M W,1:00pm-3:50pm 1:00pm-3:50pm,18,18,4.0,Full,"Park,Jim Park,Jim",,"Center for the Arts 0166
Center for the Arts 0170",,False,$956.00,course,"$1,912.00",$215.84,1512620603.749689,20185
000380,ART,125,01,Foundation Design,01/08-05/09,M W,9:00am-11:50am,19,18,4.0,Full,"Park,Jim",,King Hall 0303,,False,$956.00,course,"$1,912.00",$215.84,1512620603.960858,20185
000316,ART,170,01,Art Appreciation: Content and Form,01/08-05/09,M W,3:00pm-4:15pm,58,80,3.0,Open,"Walla,Chris",,King Hall 0110,6,False,$717.00,course,"$1,434.00",$131.88,1512620604.197642,20185
000350,ART,203A,01,Introduction to Ceramics and Clay Processes,01/08-05/09,T Th,9:00am-11:50am,17,16,4.0,Full,"Sinner,Kelli",,Center for the Arts 0172,,False,$956.00,course,"$1,912.00",$315.84,1512620604.42862,20185
000347,ART,203C,01,Introduction to Painting,01/08-05/09,M W,2:00pm-4:50pm,7,18,4.0,Open,"Guan,Zhimin",,Center for the Arts 0171,,False,$956.00,course,"$1,912.00",$255.84,1512620604.658349,20185
000353,ART,203D,01,Introduction to Printmaking,01/08-05/09,T Th,9:00am-11:50am,11,15,4.0,Open,"Haglin,Anna",,Center for the Arts 0164,,False,$956.00,course,"$1,912.00",$295.84,1512620604.877776,20185
000351,ART,203E,01,Introduction to Sculpture,01/08-05/09,T Th,1:30pm-4:20pm,7,15,4.0,Open,"Walla,Chris",,Center for the Arts 0174,,False,$956.00,course,"$1,912.00",$295.84,1512620605.078346,20185
000503,ART,203F,01,Introduction to Photography,01/08-05/09,M W,9:00am-11:50am,16,18,4.0,Open,"Pacheco,Carlos",,King Hall 0306,,False,$956.00,course,"$1,912.00",$295.84,1512620605.277007,20185
000358,ART,203L,01,Introduction to Illustration,01/08-05/0901/08-05/09,T Th T Th,4:00pm-6:50pm 4:00pm-6:50pm,18,18,4.0,Full,"Hopper,Jescia Hopper,Jescia",,"Center for the Arts 0166
King Hall 0303",,False,$956.00,course,"$1,912.00",$215.84,1512620605.496429,20185
000506,ART,234,01,Global Art History II,01/08-05/09,M W F,11:00am-12:10pm,32,40,3.0,Open,"Arnar,Anna",,Center for the Arts 0165,8,False,$717.00,course,"$1,434.00",$231.88,1512620605.712021,20185
001540,ART,234,02,Global Art History II,01/08-05/09,M W F,1:00pm-2:10pm,40,40,3.0,Full,"Arnar,Anna",,Center for the Arts 0165,8,False,$717.00,course,"$1,434.00",$231.88,1512620605.92246,20185
000505,ART,234M,01,Global Art History II: Methods,01/08-05/09,M W F,11:00am-12:10pm,22,30,1.0,Open,"Arnar,Anna",,Center for the Arts 0165,,False,$239.00,course,$478.00,$43.96,1512620606.138404,20185
001541,ART,234M,02,Global Art History II: Methods,01/08-05/09,M W F,1:00pm-2:10pm,23,30,1.0,Open,"Arnar,Anna",,Center for the Arts 0165,,False,$239.00,course,$478.00,$43.96,1512620606.345371,20185
001538,ART,303A,01,Intermediate Pottery/Wheel Throwing,01/08-05/09,M W,1:30pm-4:20pm,5,16,4.0,Open,"Shynkaruk,Wil",,Center for the Arts 0172,,False,$956.00,course,"$1,912.00",$315.84,1512620606.561722,20185
000346,ART,303C,01,"Painting: Technique, Color and Composition",01/08-05/09,T Th,12:00pm-2:50pm,9,15,4.0,Open,"Guan,Zhimin",,Center for the Arts 0171,,False,$956.00,course,"$1,912.00",$255.84,1512620606.773995,20185
001535,ART,303E,01,Sculpture: Technique & Object Making,01/08-05/09,T Th,9:00am-11:50am,6,8,4.0,Open,"Walla,Chris",,Center for the Arts 0174,,False,$956.00,course,"$1,912.00",$295.84,1512620606.982,20185
001536,ART,304D,01,Printmaking: Intaglio & Photo-based Printmaking,01/08-05/09,T Th,1:00pm-3:50pm,7,10,4.0,Open,"Haglin,Anna",,Center for the Arts 0164,,False,$956.00,course,"$1,912.00",$295.84,1512620607.183065,20185
001539,ART,304H,01,Contemporary Drawing Concepts & Methodologies,01/08-05/0901/08-05/09,T Th T Th,9:00am-11:50am 9:00am-11:50am,14,18,4.0,Open,"Short,Sherry Short,Sherry",,"Center for the Arts 0166
Center for the Arts 0169",,False,$956.00,course,"$1,912.00",$215.84,1512620607.395504,20185
001586,ART,305A,01,Technical Ceramics,01/08-05/09,M W,9:00am-11:50am,8,16,4.0,Open,"Shynkaruk,Wil",,Center for the Arts 0172,,False,$956.00,course,"$1,912.00",$315.84,1512620607.598537,20185
000987,ART,305C,01,Painting: Abstract & Mixed Media,01/08-05/09,T Th,3:00pm-5:50pm,6,10,4.0,Open,"Guan,Zhimin",,Center for the Arts 0171,,False,$956.00,course,"$1,912.00",$255.84,1512620607.818605,20185
000560,ART,306A,01,Ceramics Studio,01/08-05/09,T Th,1:00pm-3:50pm,3,10,4.0,Open,"Sinner,Kelli",,Center for the Arts 0172,,False,$956.00,course,"$1,912.00",$315.84,1512620608.02787,20185
001534,ART,306F,01,Identity in Photography,01/08-05/09,M W,1:00pm-3:50pm,8,10,4.0,Open,"Pacheco,Carlos",,King Hall 0303,,False,$956.00,course,"$1,912.00",$295.84,1512620608.248281,20185
001533,ART,311,01,Pottery: Principles of Production and Design,01/08-05/09,M W,12:00pm-1:15pm,16,16,3.0,Full,"Sinner,Kelli",,Center for the Arts 0172,6,False,$717.00,course,"$1,434.00",$161.88,1512620608.453694,20185
001392,ART,320,01,Philosophy of the Arts,01/08-05/09,n/a,Arranged,15,15,3.0,Full,"Gracyk,Theodore",Completely Online-Asynchronous,ON LINE,"6,WI",False,$717.00,course,"$1,434.00",$166.41,1512620608.666561,20185
001591,ART,325,01,Introduction to Art Therapy,01/08-05/09,T Th,1:30pm-2:45pm,4,10,3.0,Open,"Melroe,Olivia",,King Hall 0305,,False,$717.00,course,"$1,434.00",$131.88,1512620608.874475,20185
000068,ART,350,01,Methods and Materials: Art for the Elementary Classroom,01/08-05/09,M W,1:30pm-2:45pm,20,24,3.0,Open,"Bachmeier,Bradley",,King Hall 0305,,False,$717.00,course,"$1,434.00",$161.88,1512620609.09569,20185
000067,ART,350,02,Methods and Materials: Art for the Elementary Classroom,01/08-05/09,M W,3:00pm-4:15pm,17,24,3.0,Open,"Bachmeier,Bradley",,King Hall 0305,,False,$717.00,course,"$1,434.00",$161.88,1512620609.303465,20185
000692,ART,350,03,Methods and Materials: Art for the Elementary Classroom,01/08-05/09,M W,12:00pm-1:15pm,24,24,3.0,Full,"Bachmeier,Bradley",,King Hall 0305,,False,$717.00,course,"$1,434.00",$161.88,1512620609.513802,20185
000594,ART,400A,01,Individualized Studies in Ceramics,01/08-05/09,n/a,Arranged,4,1,Vari.,Full,"Shynkaruk,Wil",,Arranged ARR,,False,$239.00,credit,$478.00,$78.96,1512620609.72936,20185
001009,ART,400A,02,Individualized Studies in Ceramics,01/08-05/09,n/a,Arranged,2,1,Vari.,Full,"Sinner,Kelli",,Arranged ARR,,False,$239.00,credit,$478.00,$78.96,1512620609.953932,20185
000366,ART,400C,01,Individualized Studies in Painting,01/08-05/09,n/a,Arranged,1,1,Vari.,Full,"Guan,Zhimin",,Arranged ARR,,False,$239.00,credit,$478.00,$63.96,1512620610.170706,20185
000360,ART,400D,01,Individualized Studies in Printmaking,01/08-05/09,n/a,Arranged,0,1,Vari.,Open,"Haglin,Anna",,Arranged ARR,,False,$239.00,credit,$478.00,$73.96,1512620610.389506,20185
000361,ART,400E,01,Individualized Studies in Sculpture,01/08-05/09,n/a,Arranged,0,1,Vari.,Open,"Walla,Chris",,Arranged ARR,,False,$239.00,credit,$478.00,$73.96,1512620610.599989,20185
000727,ART,400L,01,Individualized Studies in Illustration,01/08-05/09,n/a,Arranged,0,1,Vari.,Open,"Short,Sherry",,Arranged ARR,,False,$239.00,credit,$478.00,$43.96,1512620610.818457,20185
000073,ART,402,01,Advanced Methods: Art Education,01/08-05/09,T Th,12:00pm-1:15pm,5,12,3.0,Open,"Bachmeier,Bradley",,King Hall 0305,,False,$717.00,course,"$1,434.00",$161.88,1512620611.0394,20185
000666,ART,405A,01,Ceramics Studio,01/08-05/09,T Th,1:00pm-3:50pm,1,6,4.0,Open,"Sinner,Kelli",,Center for the Arts 0172,,False,$956.00,course,"$1,912.00",$315.84,1512620611.255918,20185
001257,ART,405C,01,Painting Studio,01/08-05/09,T Th,3:00pm-5:50pm,0,8,4.0,Open,"Guan,Zhimin",,Center for the Arts 0171,,False,$956.00,course,"$1,912.00",$255.84,1512620611.481323,20185
000354,ART,405D,01,Printmaking Studio,01/08-05/09,T Th,1:00pm-3:50pm,0,5,4.0,Open,"Haglin,Anna",,Center for the Arts 0164,,False,$956.00,course,"$1,912.00",$295.84,1512620611.697653,20185
000352,ART,405E,01,Sculpture Studio,01/08-05/09,T Th,9:00am-11:50am,3,4,4.0,Open,"Walla,Chris",,Center for the Arts 0174,,False,$956.00,course,"$1,912.00",$295.84,1512620611.918464,20185
000989,ART,405F,01,Photography Studio,01/08-05/09,M W,1:00pm-3:50pm,0,5,4.0,Open,"Pacheco,Carlos",,King Hall 0303,,False,$956.00,course,"$1,912.00",$295.84,1512620612.127614,20185
000348,ART,405H,01,Advanced Studies in Drawing & Illustration,01/08-05/09,M W,1:00pm-3:50pm,6,18,4.0,Open,"Short,Sherry",,Center for the Arts 0169,,False,$956.00,course,"$1,912.00",$215.84,1512620612.337474,20185
000794,ART,450,01,"Contemporary Art, Design, and Theory",01/08-05/09,T Th,4:30pm-6:10pm,5,20,4.0,Open,"Pacheco,Carlos",,Center for the Arts 0165,WI,False,$956.00,course,"$1,912.00",$275.84,1512620612.559649,20185
001303,ART,467,01,Art Therapy Related Field Experience,01/08-05/09,n/a,Arranged,0,5,1.0,Open,"Bachmeier,Bradley",,Arranged ARR,,False,$239.00,course,$478.00,$43.96,1512620612.790068,20185
000983,ART,480,01,Professional Practices in Art,01/08-05/09,M W,9:00am-10:15am,6,18,3.0,Open,"Short,Sherry",,King Hall 0115,,False,$717.00,course,"$1,434.00",$161.88,1512620613.013437,20185
001624,ART,490,01,Topics in Art: Art and Culture of the Book,01/08-05/09,T Th,2:30pm-4:10pm,13,20,4.0,Open,"Arnar,Anna",,King Hall 0115,,False,$956.00,course,"$1,912.00",$275.84,1512620613.237015,20185
000111,AST,104,02,Stellar Astronomy,01/08-05/09,T Th,12:00pm-12:50pm,93,120,3.0,Open,"Cabanela,Juan",,Langseth Hall 0104,"3,3L",False,$717.00,course,"$1,434.00",$161.88,1512620613.659519,20185
000153,AST,104L,01,Activities,01/08-05/09,T,10:30am-11:40am,28,30,0.0,Open,"Cabanela,Juan",,Hagen Hall 0316,"3,3L",False,,course,,$0.00,1512620613.888355,20185
000155,AST,104L,03,Activities,01/08-05/09,W,1:00pm-2:10pm,14,30,0.0,Open,"Craig,Matthew",,Hagen Hall 0316,"3,3L",False,,course,,$0.00,1512620614.112597,20185
000156,AST,104L,04,Activities,01/08-05/09,W,3:00pm-4:10pm,30,30,0.0,Full,"Cabanela,Juan",,Hagen Hall 0316,"3,3L",False,,course,,$0.00,1512620614.334155,20185
000157,AST,104L,05,Activities,01/08-05/09,Th,9:00am-10:10am,20,30,0.0,Open,"Winkler,Linda",,Hagen Hall 0316,"3,3L",False,,course,,$0.00,1512620614.555107,20185
001621,AST,324,01,Life and Death in the Universe,01/08-05/0901/08-05/09,F M W,1:40pm-2:50pm 2:00pm-2:50pm,4,10,3.0,Open,"Cabanela,Juan Cabanela,Juan",,"Hagen Hall 0316
Hagen Hall 0325","3,3L",False,$717.00,course,"$1,434.00",$131.88,1512620614.78048,20185
001598,AST,362,01,Galactic and Extragalactic Astrophysics,01/08-05/09,T Th,3:00pm-4:15pm,7,15,3.0,Open,"Cabanela,Juan",,Hagen Hall 0314,,False,$717.00,course,"$1,434.00",$131.88,1512620614.988255,20185
000375,AT,210,01,Medical Terminology,01/08-05/09,n/a,Arranged,25,25,1.0,Full,"Albrecht,Jay",Mostly Online,ON LINE,,False,$239.00,course,$478.00,$55.47,1512620615.419111,20185
001323,AT,210,02,Medical Terminology,01/08-05/09,n/a,Arranged,25,25,1.0,Full,"Albrecht,Jay",Mostly Online,ON LINE,,False,$239.00,course,$478.00,$55.47,1512620615.621606,20185
000145,AT,220,01,Care and Prevention of Injuries & Illnesses,01/08-05/09,T Th,9:00am-10:15am,30,30,3.0,Full,"Hammerschmidt,Dawn",,Alex Nemzek Hall 0100,,False,$717.00,course,"$1,434.00",$206.88,1512620615.826338,20185
000298,AT,225,01,Athletic Training Emergency/Immediate Care,01/08-05/09,M W,1:30pm-2:45pm,13,20,3.0,Open,"Albrecht,Jay",,Alex Nemzek Hall 0104,,False,$717.00,course,"$1,434.00",$206.88,1512620616.040479,20185
000406,AT,320,01,Athletic Training Techniques,01/08-05/09,T,10:30am-12:10pm,8,30,2.0,Open,"Peterson,Ronda",,Alex Nemzek Hall 0129,,False,$478.00,course,$956.00,$137.92,1512620616.25714,20185
000800,AT,322,01,Orthopedic Clinical Assessment: Lower Extremity,01/08-05/09,M W F,9:00am-9:50am,9,30,3.0,Open,"Hammerschmidt,Dawn",,Alex Nemzek Hall 0129,,False,$717.00,course,"$1,434.00",$206.88,1512620616.464187,20185
000802,AT,322L,01,Orthopedic Clinical Assessment: Lower Extremity Lab,01/08-05/09,F,8:00am-8:50am,9,30,1.0,Open,"Hammerschmidt,Dawn",,Alex Nemzek Hall 0129,,False,$239.00,course,$478.00,$68.96,1512620616.681905,20185
000146,AT,324,01,Therapeutic Exercise,01/08-05/09,T Th,9:00am-10:15am,8,30,3.0,Open,"Wiedrich,Keith",,Alex Nemzek Hall 0129,,False,$717.00,course,"$1,434.00",$206.88,1512620616.89971,20185
000008,AT,324L,01,Therapeutic Exercise Lab,01/08-05/09,Th,8:00am-8:50am,8,30,1.0,Open,"Wiedrich,Keith",,Alex Nemzek Hall 0129,,False,$239.00,course,$478.00,$68.96,1512620617.122039,20185
000007,AT,362,01,Athletic Training Practicum I,01/08-05/09,W,8:00am-8:50am,9,30,2.0,Open,"Albrecht,Jay",,Alex Nemzek Hall 0129,,False,$478.00,course,$956.00,$137.92,1512620617.342479,20185
